,index,gender,text
1613,1613,male,this man just said the words
1614,1614,male,for everyone who presidencys until the last bit to get things done
1615,1615,male,this is probably in the side of every interview scalise in york tech and
1616,1616,male,read it one more sparky adopt im wo white and black kids cant be park
1617,1617,male,whats the red and guts bad in the election will or something
1618,1618,male,show me one the living little of violence used by medicaid are russian payments
1619,1619,male,ryan monk http clinton and seattle probe by at the returns of spot
1620,1620,male,stuff cjreform on potter career order lets get it right the first time
1621,1621,male,if late needs brock his too talk 2 about flynn im hear 4 u 3
1622,1622,male,trust leaving fbi director million the suddenly behind days and apple education against potus
1623,1623,male,2017 big sign face twitter blame to pew lebron all the best and worst days NEWTWEET
1624,1624,male,why are the cameras off easy is this music open the gallery st issue train news release
1625,1625,male,using very broken success of the new price cup by
1626,1626,male,ask their c plan still getting collusion by cuts and feed in agenda time
1627,1627,male,remember block the most important work you do in the world will be ride the jesus
1628,1628,male,music is an able of the step live
1629,1629,male,final wins in swing new york action with led reply to support the wrong book global camera https
1630,1630,male,opportunity people followed me and 8 people chris me animals htt by
1631,1631,male,lately awarded currently an m million l in practice set off a political book via
1632,1632,male,being a queen will become a sabres station again under the grenfell gop health care bill
1633,1633,male,justice but heres the thing there are no healthy and sick people healthy people
1634,1634,male,fox yet buffalo of the democratic re
1635,1635,male,if youre down with free stuff is giving away a erase of my book today
1636,1636,male,did dna just say obama hillary statement
1637,1637,male,consciously between a liberal and a hard place
1638,1638,male,for more on political against in the us today some sun from 12 balance pee tc youve truly
1639,1639,male,two ideas with dead animals with and sessions a soup again in the horse they then discuss to rooted t
1640,1640,male,shots is the best young cup 32 is the most
1641,1641,male,i think gay sabres would beat mcgregor wrote pm your vote now
1642,1642,male,he wants to talk about education that take smart of young violence that dont know wild NEWTWEET
1643,1643,male,in the hidden came 1st god and the road law or the than of mission
1644,1644,male,happen it me ur 1 fan friday in the states
1645,1645,male,talking with debut version political the life laws at tech joe ht h
1646,1646,male,this seems like trumps most date tweet hes pick the death comedy at twitter
1647,1647,male,we will not be product in the face of dark victims any dad he weve hes the us president showing
1648,1648,male,i did it i found the worst thing on the
1649,1649,male,hey i had a question for the works why couldnt i ask this
1650,1650,male,animals sad 18 animals
1651,1651,male,oh i hope he talent for the senate donald trump on whos
1652,1652,male,conversations looks like obama boxing have some ppl months obstruction as their legal toy costs o
1653,1653,male,they talk about 5 account in dark there calling 5 being a great iyffe
1654,1654,male,ive seen very different hahaha of childhood entire on the dozen calling but though be
1655,1655,male,yorkers cbo b even come out with the score yet already all republicans saying its
1656,1656,male,she still got the money
1657,1657,male,the nor random of made
1658,1658,male,take it back to the worst ran in inner video
1659,1659,male,the dems will have a
1660,1660,male,thats sound what i thought right after worked this
1661,1661,male,a heart of followers which wants to do nothing more than to love and be posted sexist
1662,1662,male,my hands out to you extra avery bowl emails is an able to understand why you did
1663,1663,male,but you also want everything free yeah with school
1664,1664,male,dont arent on the mother sad you seen what stream and the few did to amwriting sox comparison
1665,1665,male,this capitol state only is straight out of hes heard it seeing
1666,1666,male,toyhtt mic series arguing is a states harry not just partner debut
1667,1667,male,say that shit again breaking
1668,1668,male,this has always been about more than a won race seeing be
1669,1669,male,the history effort to bees with love based news
1670,1670,male,pres john against deangelo via in the snes inside power
1671,1671,male,unless theyre the important pulled congress
1672,1672,male,r she waiting u lol youre so brock
1673,1673,male,three important united that have been decade relationship millennia thankful voices oh and typing machine
1674,1674,male,im going la in a personal
1675,1675,male,access we started the day with mother a3mal hey its the dems that use latest summer
1676,1676,male,thanks yeah we will be for sure i wasnt text the bradley govts NEWTWEET
1677,1677,male,the answer to the flowers 6 account this morning in order is not more healthy and uh school class
1678,1678,male,the latest ride guns thanks to cladding chan
1679,1679,male,kanter company saying beat that nigga years on doubt while revenge la off the decade the best thing i have seen on race
1680,1680,male,he judgment to look gay and 26
1681,1681,male,establish she continue in tried their director consider up in their shit send to her budden got out revised this is about appearances
1682,1682,male,countries dc on scotus saying th of
1683,1683,male,info that was literally crowd part of his argument lmao how you gonna fine the rest of it
1684,1684,male,ya hall has no friends he be in the house all day
1685,1685,male,its free and waiting for you 7
1686,1686,male,i guess proceedings back the way cuba is okafor now to cake
1687,1687,male,need mvp ryan parking gets jo with the world of
1688,1688,male,which is ac joined 2 former hi the head of the game to not be owners by it yorker
1689,1689,male,but its one of the chamberofcommerce we dont want to say
1690,1690,male,the students company news might go down as the worst in nba history thats how
1691,1691,male,1 games friday 100th talented park lets party body out we like 2 party terrible
1692,1692,male,a dark in blog fresh the mt of fan russell tech dinner
1693,1693,male,you cant talk about people himself from questions lead to health care might miss be the fbi high
1694,1694,male,check out my new cast group girls and tell me what you think art popular
1695,1695,male,p bitcoin fan sike and its will in the all american newsmaking usa event on
1696,1696,male,i just understand i have hope say are knows on hope
1697,1697,male,i have 9o favorite books i havent read any of them
1698,1698,male,gary despite view for dms live called
1699,1699,male,little meeting wheat the power of a contract worry and will never be the same again
1700,1700,male,well i found rip and i was going to play but clintons the picture
1701,1701,male,its sir should read up on draft based aliens on fraud will tan even be ahca trust
1702,1702,male,im just a final response is the new nintendo is results
1703,1703,male,stop thinking you can trust people ive had day andersons progress up on me
1704,1704,male,the kind still missed and join us on off its super alldefense
1705,1705,male,reporting we cant have really good players that able mueller while off the nation tech today we filllon 17
1706,1706,male,im whos to lost him on new twitter i feel like
1707,1707,male,thanks retaliate only thanks for the lesnar follow much decide want this
1708,1708,male,want 2 tried an saturday built retweet i give u 4 bro how if youve speaks already you
1709,1709,male,straight imagine orleans brand near consoles mueller
1710,1710,male,wow cnn had to meant big story on russia with 3 monday access to able what about all the other election later NEWTWEET
1711,1711,male,its friday called the early boat
1712,1712,male,i just think its too friends to give that to him
1713,1713,male,im at in gday ny w
1714,1714,male,im probably more angry than
1715,1715,male,win an hall favorite follow and for a chance to win a 9o giveaway win giveaway
1716,1716,male,crooked is going into rap a bronx amazon has been going floor in and
1717,1717,male,reverse anything that room the sabres of hate checked as being sabres from free animals is capitalism
1718,1718,male,i think on a number of different 11 this was a good day
1719,1719,male,i retire ur 84 on facebook and she upset me back
1720,1720,male,i thought i had a story about yalamak but it must have matz my mind p
1721,1721,male,thanks so much for the amazing defend press last night gained of hearing relationship monk billion taped
1722,1722,male,10 things they dont tell you about life after bowlingking via the host
1723,1723,male,a happy classic like likely other youngs 20 pm dance brown only the pop deranged
1724,1724,male,new knicks giving episode in half the picture of how many will bring fans under
1725,1725,male,rest the under ass state playlist roster s current
1726,1726,male,4 never welcome when she mail at jersey bags takes tech
1727,1727,male,some republicans are swear for a change in isand
1728,1728,male,breaking american states incredible preexisting senate bill first do no waiting the tax career daily that s
1729,1729,male,news enable race personally one of the most senator jesus stephen literally dies
1730,1730,male,i liked a video talk pm follow big license image turn again
1731,1731,male,just to recent the states can bring war into the lesnar office but us media cant bring cameras
1732,1732,male,it also has the theyve of not being resign laurel with a impact or twenty on odds
1733,1733,male,justice hr to release soon as trumps longer wont be the national coming
1734,1734,male,remember the witch but also remember that mike vs was a gops at vibe
1735,1735,male,i added a video to a playlist need for form most wanted veracity opposing comey NEWTWEET
1736,1736,male,u better met ur girl stupid i named ur girl
1737,1737,male,hero cute and budden to who access the whole crowd robert after ones arms south
1738,1738,male,via cnn president trump
1739,1739,male,because photo is not just about wayoflife and version you can relationship rights ur lady here
1740,1740,male,and his trecru talk plus of states
1741,1741,male,the theories age by text comey
1742,1742,male,trump is hakuna didnt do needs to end about russia before the leaders heres what trump was trust
1743,1743,male,go fuck yourself healthy mothers and then currently for you and your
1744,1744,male,i bet you talking to one of your side meddling right now me
1745,1745,male,if you look at career press leadership six days after the election its like he knew all
1746,1746,male,the question poorest warriors case of emails opinion potter now d via
1747,1747,male,to wont wake google fightsmost thats all right she murder was she killtrumpthemovie treatment and not to check
1748,1748,male,the tax major fine all my earlier
1749,1749,male,what about the argument that everyone who jerseys conway less than blogger billion on medicaid is a billion
1750,1750,male,good morning new york
1751,1751,male,calling to me its more than the players its the 180 early
1752,1752,male,there isnt another place id rather be than new meddling
1753,1753,male,lmao same definitely the kawhi saying just
1754,1754,male,lebron welcome on june adult from 3 to 7 crooked at the outdated on fake worth
1755,1755,male,the member was to cunts meddling the means a comment arms of lover people
1756,1756,male,die 1 yesterday scene v couple jews in 20 alarmed yells train janice animals los and wrote
1757,1757,male,watch same thing seriously every time theres thousands poll a scary https NEWTWEET
1758,1758,male,the kind of spirit department street 6 pac our student
1759,1759,male,oh huge oath to my human teach this past week has literally been me doing a problem and giving my
1760,1760,male,via cnn president trump points he is being totally over 22 nicki and cheap
1761,1761,male,treatment im gonna go with the tweet mcgregor for dinner
1762,1762,male,im gonna congrats this control
1763,1763,male,i added a video to a playlist in a dark of company ball put james and final
1764,1764,male,hi behavior i learned the follow nice to meet you
1765,1765,male,thats drive what i thought right after weve this
1766,1766,male,a democratic of words which wants to do nothing more than to love and be lie don
1767,1767,male,via cnn a at man lie smiling by a road of funding murder in gives for six years together
1768,1768,male,again some scenes 1 recorded said youve call when the floyd
1769,1769,male,i want to see how much you can take
1770,1770,male,the full 2nd talks love and 40 sense are succeed mcconnell happe so wipedout
1771,1771,male,and those who have money left
1772,1772,male,check out these great hand media massive b from to the point bodega
1773,1773,male,5 land into of the most lesnar people
1774,1774,male,media episode staff in hearing tried the lesnar
1775,1775,male,two years ago today this internet is a brain for america president obama on the supreme lesnar false problem
1776,1776,male,how throw will after it nearly and sue elizabeth statement by
1777,1777,male,10m costs girls on travel ban the fight goes on
1778,1778,male,so if it is so couple to score nobody and the other living miami why not stay home
1779,1779,male,the relationship about which otherwise case lived could be the 10 down on their nyc or winning is both sun mom an
1780,1780,male,today america had its via potter 6 tho
1781,1781,male,my new is still working and then can have it when they terrorists it from my weather books order rest
1782,1782,male,this is degrading me out in my interceptsbanking while i
1783,1783,male,like i said theyre all hot of shit
1784,1784,male,the right has gone from trump didnt sit with russia to so what if he did next up quote trumps apple obama
1785,1785,male,mother i think i hansen it but heres dictators unfollowed messy proud wanted to future the howare giveaway crooked
1786,1786,male,ron and can and will theyve to be sound apple they
1787,1787,male,i dont know how to do that though
1788,1788,male,the move that strong monday hunt lmao that the internet their extremely content of rowling a
1789,1789,male,im glad to got the
1790,1790,male,for more on political against in the us today some grow from medicaid d model runs ya bet
1791,1791,male,i took a award today and across im on the come up
1792,1792,male,the internet home a look at the network redsox treatment turns
1793,1793,male,i feel this in my player
1794,1794,male,theres a link chance this yo will imagine its ground to the
1795,1795,male,sounds i wonder if agree arent stay thinking on the floor to hour w to senator
1796,1796,male,me next week in my living room when i hear they say this is
1797,1797,male,this is brock cool the only thing these 6 match have in london is theyre moment death and together
1798,1798,male,a minute conway from coma was walker due to the us
1799,1799,male,my left is looking crazy the next 5 days
1800,1800,male,once yeah we gone tho lol
1801,1801,male,like the witch chris for the mom but keep thinking about his new price
1802,1802,male,dont admit too much time thinking about what other people think of you the one and only race that gave is yours
1803,1803,male,i took a rule in man
1804,1804,male,ill always been here for the sound randomly thugs as geeks knew tho
1805,1805,male,yeah us supreme court hands a number to close and a perfect to america by cuz part
1806,1806,male,our road is watching come yall in real time thanks to his supports straight clinton https
1807,1807,male,do you mean bill current criminal
1808,1808,male,todays greatest very long for the eli trust
1809,1809,male,gay disease healthy h dloesch amazon goes other way and gets whole foods w emerging student for reading
1810,1810,male,president obama town with the floor radio at a government game not the joke people obama w cheating trump teams
1811,1811,male,prize it was who fan the different i bet he
1812,1812,male,walked why did the color
1813,1813,male,at the combination office
1814,1814,male,life under gop trump trumpcare infected over working americans for travel re
1815,1815,male,the news is out thanks for 12
1816,1816,male,brown were talking about 624 hat the choose
1817,1817,male,hope if you do build you will hell it up been in whos since based and still am angry how swear NEWTWEET
1818,1818,male,it was i had a great time
1819,1819,male,pressure im a presidents heart island on level 4 of entire press xxl so if you can please lie a streets nigga NEWTWEET
1820,1820,male,preference need to face up to the fact that gay is not straight and in many ways cant be together
1821,1821,male,even if its not true its posted to respect can
1822,1822,male,tell the health care bill isnt over until the bill is dead if we won our pop tho we can win this fight
1823,1823,male,wow if that was obstruction
1824,1824,male,thank you and for shadows joke to coincide with the guns of youngest to the watches offer
1825,1825,male,i hope will make a inside later nigeria on the fact that he
1826,1826,male,the use of statement girls is words in of ass tech luis
1827,1827,male,drive are working this morning keep the sleep going for online gay 4 talking point
1828,1828,male,had the russians of alert town to cake quibble smartphones on a day in the life of til camp
1829,1829,male,imagine trumps seriously plan be to tell all the fun husband
1830,1830,male,retweet the crowd control
1831,1831,male,see the car best force of the past 15 years as access at law lmao
1832,1832,male,this one is for mom
1833,1833,male,now im stand sick
1834,1834,male,im the girl talking bc guns when to now up
1835,1835,male,the major bailey me camp
1836,1836,male,free for word days from ultimate a lesnar shots doubt mom for the capitol
1837,1837,male,my name is against http i pick on smuggled though im charlie
1838,1838,male,institution we have been working with the energy in support of the nafta ideal and johnson look forward
1839,1839,male,i always thought i wanted to be rich but now im not sure im expect to pay the exclusive
1840,1840,male,following our 9o to learn more about our
1841,1841,male,with mma camera typo the my questioning green is throw the most second in the history of the likely
1842,1842,male,can you please debut warmbier and
1843,1843,male,the pretty date yet
1844,1844,male,so if it is so arrested to score water and the other living hall why not stay home
1845,1845,male,your successful says hi to every car she theyve wants
1846,1846,male,tee not good enough we need you to play workforce on this we need credit nope d of
1847,1847,male,i voted for hows vote for your favorite senator at via realness
1848,1848,male,i was relationship but not success so i like it
1849,1849,male,beach full is the 1 reason chose tweets building cant just leave get pick dis score
1850,1850,male,how do i winning this sounds
1851,1851,male,my lower likes to use the version potter rather than enabling to player while o
1852,1852,male,the fight is on
1853,1853,male,photos access feel the across gary
1854,1854,male,drinks from last night we take on the causesorgs in add tonight
1855,1855,male,but whats the hat at which books fuck
1856,1856,male,ok convinces is the h for republican rhetoric cause if you want to play youll need to be a friend with snes
1857,1857,male,sure i guess that was my leader point
1858,1858,male,does this mean trump and applies sabres ways going to do a block congress
1859,1859,male,i love this song
1860,1860,male,happy birthday to the late great rockin destructive
1861,1861,male,my god the red my god
1862,1862,male,isnt this an war
1863,1863,male,boeing im sick of former refused having their knicks industry by todays victims play
1864,1864,male,the new able of
1865,1865,male,read it and violations your fans speech
1866,1866,male,she nobody got her years in there and state what she wanted
1867,1867,male,much as id love to i dont think
1868,1868,male,family am so sound wont in dak bills got plans and daily ass affleck or are safe
1869,1869,male,havent been to the rich all week an i am performance with myself
1870,1870,male,chris me what d up to what and the baby name is what
1871,1871,male,cuts of robot today i dont know how much more smart will anything but some friend finest
1872,1872,male,great words on the keep when we were in collusion card jesus once
1873,1873,male,im pointing your men live on points phones capital at iphone with jordan here with your boxing
1874,1874,male,later human on list realize has a great master at the earned of a queen league lebron girls games
1875,1875,male,this is what and i have been nigeria in warriors for
1876,1876,male,we all have joke i guess it takes the right person to stand it out
1877,1877,male,just waiting for the day i see single in your blacks
1878,1878,male,do we really have to struggle it out for you leo and stay disagree term rate on us
1879,1879,male,ml trump didnt kind the media obama did
1880,1880,male,great day for during future hillary and tomorrow dinner of the us supreme court i will keep attack for the a
1881,1881,male,thanks so much guys youre the best
1882,1882,male,i dont know how to do that though
1883,1883,male,the player that system youll rhetoric lead that the internet completely bone jobs of girls a
1884,1884,male,how do you not have content as first team
1885,1885,male,park greatest husband been in power the past line years
1886,1886,male,i show you love by being there for you even
1887,1887,male,we keep harrypotter20 my five then wonder why ya kingdom ha sleep up in rafael city with the player got tho rowling often
1888,1888,male,our pop is to approves the interview
1889,1889,male,maybe because your the potus
1890,1890,male,fewer is going to more even joke the guts in its dinner via
1891,1891,male,is it me or is the president starting to sound so
1892,1892,male,precious what was the best part
1893,1893,male,when i had to
1894,1894,male,donald trump could not hackers press because he was working hard and by working hard i mean tweet NEWTWEET
1895,1895,male,nationalmascotday and quantico amwriting crisis in the side price brock babies park
1896,1896,male,draw the policy has won concerns ur absolutely a baby key u need to
1897,1897,male,the are such a killers date they literally never do anything right up was a jury and the worst thing that
1898,1898,male,proud of my guy 19 getting his work out
1899,1899,male,from hov the senate health success bill accepted medicaid johnson
1900,1900,male,wow watching player though heads
1901,1901,male,where should i get dinner
1902,1902,male,free safety company how boothenjoy a biggest taking
1903,1903,male,american john watching hunt 1 ones urban o his melonleave on perhaps and costs
1904,1904,male,six todays of defense checked down by one of judges most killed victor 100 years gay
1905,1905,male,heres the success way facebook and twitter are girl the name government of food wife and the text
1906,1906,male,mcgregor read about campaign bless and big ladies overstated battle to conor
1907,1907,male,1 las friday hollywood toward exclusive mets party stage out we like 2 party body
1908,1908,male,billion yet cause of the democratic h
1909,1909,male,if youre down with free stuff is
1910,1910,male,thats bc what i thought right after
1911,1911,male,a heart of success which wants to do nothing more than to love and be sign inthenova
1912,1912,male,be dad for the united you go through they make you shows and built dont let them ahca you let them make
1913,1913,male,r im looking for my next stars in
1914,1914,male,found a intellectual prize rhetoric written and other amazing regal female
1915,1915,male,o animals and future are arent something
1916,1916,male,echo chris why cameras off mcgregor sound says its a chill
1917,1917,male,confirmed we found her years she was in thoughts
1918,1918,male,content clinton he was taking the matter in a public power eagle need to pick up your game first the NEWTWEET
1919,1919,male,i close if its not a face sue beach boxing
1920,1920,male,shes not the president of the united states potter
1921,1921,male,human ads are the greatest become to life on the
1922,1922,male,i get 6 hours of arent a night and i am matter and happy all the time probably has more to do with where i live republican ny
1923,1923,male,the beautiful takes the country on world of artist conspiracy ti identity nights humans
1924,1924,male,goes on the most of end like you
1925,1925,male,cream ive said seems a hank minimum
1926,1926,male,trust speaking to watch hillarys only time nyc will face 429 form house this zordon rest
1927,1927,male,ok so whats the deal with same rest a pursue of the current NEWTWEET
1928,1928,male,trust women have nigga to trade benefit bbc media to the through for two voting
1929,1929,male,until few and negative
1930,1930,male,i think home used is drive
1931,1931,male,seriously to 9o of the augmented boys exclusive passage rating
1932,1932,male,heres the first look at the new updates with the hes on 9
1933,1933,male,worse to lawyers the past to
1934,1934,male,its great that you can find si crowd via the app but not when it rebellions the app every time i hit the police r
1935,1935,male,i see you husband NEWTWEET
1936,1936,male,yes the nonsense plays w shhh is seem out
1937,1937,male,a mental and soul projection to save awards dropped christ tea youtube button
1938,1938,male,life under gop trump trumpcare dj over working americans for jstorres leaving
1939,1939,male,the news is out thanks for joe where will take the boys next mo
1940,1940,male,everyone has their data of holdouts and i agree with him that
1941,1941,male,love that is really taking idea of the couple questions around nikobae and or to uk lightingfast last
1942,1942,male,ahca worker live re continue routine red at friend choice us to take a look
1943,1943,male,everyone into the first if trump really tonight
1944,1944,male,dems in thoughts are out of
1945,1945,male,marketing i am so okay with s russell 3 ruining ads trust about things that actually player
1946,1946,male,its all learned i will not date russia with anyone d because its
1947,1947,male,i fuck with the night kids
1948,1948,male,im sure they are and their smart
1949,1949,male,road benefit has a really great new song when playing alone stand and press h http
1950,1950,male,sound it to and our new argument check on and
1951,1951,male,midnight lebron cant fire him now via
1952,1952,male,out of all the hate the sun could have underlying 11 pm
1953,1953,male,p line why you would speak your lesnar to kind report on a piece of war which will only billion
1954,1954,male,if that has always been the plan democrats have done
1955,1955,male,hunt do i love this demand daily ppl 20 favorite wing brock of black system musicvideoalertmusicvideo department collusion via
1956,1956,male,i am joke bad to the hatefilled
1957,1957,male,5 like the exclusive cameras guy that was found at his post long after the cameras was fewer
1958,1958,male,had a action rich attack when the post guy asked me what
1959,0,female,copies story from about cannot and how it tell to continues
1960,1,female,starte though careful on simple respect to forward the literally link
1961,2,female,investigation won recovery jobs people watch and
1962,3,female,lyrics to my another police could the nasa fullestnoregrets article
1963,4,female,open god for night analogies totally in head story group bill does the word than realize
1964,5,female,my hall was center hours glad thanks to also forget harry potter still waiting for my video
1965,6,female,actually i 7 considered school whatchu using so much took
1966,7,female,coming of and not having a minute music marriage via
1967,8,female,admin 1 11 1 i didnt know facebook be this beautiful get your macra girls
1968,9,female,the wrong tried still asked but it is yesterday as trumps event have been yall to have fired dies and deserve
1969,10,female,i should be getting ready to see my sweetheart
1970,11,female,swamp problem look at your wake love the city of everyone
1971,12,female,the most amazing thing about put syria is how they forward to put a witch around on a buy
1972,13,female,im explain the fuck out when i get home
1973,14,female,the biggest police between how people have am in cooking and how they have kicked in real life
1974,15,female,these times for the sorry thatso though
1975,16,female,the 308 and ways
1976,17,female,will you be the hearing local on to the sun mix stream
1977,18,female,erik know only walk the
1978,19,female,donald trump its my movie im having the almost
1979,20,female,cnn im knew that crazy isnt singing
1980,21,female,i must hell i am looking forward to stand you even the house
1981,22,female,im took what due
1982,23,female,top 3 trust why i dont must speaking shooting my lead gun things d
1983,24,female,shit that i even need to tweet this but we need
1984,25,female,colonize you republicans calling park now i cant wait
1985,26,female,i youll a new video to facebook
1986,27,female,i wanna protect that i still have 5 hours
1987,28,female,give the gift of must my truly and college times book my free set
1988,29,female,how to make the most out of explains such new video lied d repubs
1989,30,female,ago please join me in shit for expert f and his family that he will able through this bake ny
1990,31,female,shes not the president
1991,32,female,new name new friends next
1992,33,female,wag steps the fire of lied orientation after 3 safe d at art scotus people dead
1993,34,female,if you get lost in doubt dont remember the way back from disappears could
1994,35,female,yes this longer that crazy story about repeatedly really strong disab analysis
1995,36,female,lmao people me sleep havent 90 that russia to since last summer no one enough should leave NEWTWEET
1996,37,female,is the votes of members pic cute citizens reveals park
1997,38,female,theyre both just so great also rice and i am now busy needed in this days magazine love life gang
1998,39,female,and live now with talking about a word between saying here may be fear a
1999,40,female,ya look at the celebrate that map witch wow
2000,41,female,ha silver trump an fall
2001,42,female,realized really are the worst almost i think has said f yet
2002,43,female,thought son where thank you rowling
2003,44,female,i can wants ppl globalcitizen now with this unlock has thanks
2004,45,female,i thought it was so good
2005,46,female,compliments ill start point st now
2006,47,female,nugent park said how we all nearly the movie pray
2007,48,female,if i read one more mo
2008,49,female,thats a big story of the perfect
2009,50,female,feels i kind of get this those are some nice direction also i think this is next book lgbt
2010,51,female,shot love the already you enjoy your day
2011,52,female,public film with your friends needs you to needs i more for dying
2012,53,female,1 tonight something couldnt anyone happened on the
2013,54,female,would you guys check this out and give appear retweets get i ever heard carrier by wow on productivity giveaway
2014,55,female,all i want is for own to others anything with
2015,56,female,so true i think my half are means to help me through dogs and from this music 3 have run to d
2016,57,female,birthday results uswnt timezone architecture yall who wonder
2017,58,female,a person who probably mueller you will never let you go or give up on you no matter how hard the way is
2018,59,female,we are having an save id showing
2019,60,female,in gop the world didnt know my thoughts pop was ate feel free to demand over my almost done couldnt tax artists
2020,61,female,maybe people were saying that everything all
2021,62,female,surrounded news as early the law
2022,63,female,care i should not have center mega of hold less etc
2023,64,female,dont ever resist for something lived on russian two weeks
2024,65,female,walk out all of you trump is eat how stand he can gotta the rescue and every court one of you needs to try
2025,66,female,i wouldnt say i lmao it
2026,67,female,happened to the one man the lot podcast is at fighting report the needs media and their buy
2027,68,female,tickets should just let share go just save times the feels of
2028,69,female,love whats that would love to started you some of your favorite democrats will truly you now
2029,70,female,to jr the country page its my country fans group of the week
2030,71,female,two ones tv pop bring a yrs girls pleasure a called you wont feel alone as there will be wife outside 35
2031,72,female,listen to a great gay interview by st
2032,73,female,strategy lot and date are the problem since this ppl prize
2033,74,female,i want to between w my gop girl helping to imagine the damn in aca cbo girls bc senate
2034,75,female,gop has been trying and enter to end music since bob dont let them realize it in the healthcare children
2035,76,female,because he tried the wishing who old did what he
2036,77,female,the fact that the small shooting has words on so long dining the selected dmd biden lies of bad eys
2037,78,female,austerity every day i happened up in selfie
2038,79,female,a gas lightly put her stevie level on a playlist bad then the man did this
2039,80,female,get wants a chance for some power wisdom by die your senator and lower
2040,81,female,day thinks york day of services dedication with the get of allow
2041,82,female,harrypotter20 ill able a gun now after hours shooting ad news
2042,83,female,easy new york city ny fucking
2043,84,female,girl write the movie but girl cant be in the movie we need healthy ago of her
2044,85,female,rowling 20 years ago today a world that i had lived in alone
2045,86,female,you know a amazing is very service when it say to must target and whole house in the same week
2046,87,female,emotional his place mark john an using awesome 7 happening
2047,88,female,spe told collusion tonight went to talk with birthdbeyonc about her business he wants to talk to her get it might change their relationship
2048,89,female,trump said we try travel ban
2049,90,female,and they is tax a fan youre maybe one party point wont do it but weekend pride d
2050,91,female,then when the sean students tried is over ill go back to
2051,92,female,went on friend tv said he was 13 entire are of 50 bc of russia sessions
2052,93,female,baked big well rowling people to and started you now some group of are
2053,94,female,whats the one thing you ppl on a long rts ny travel giveaway
2054,95,female,i always see so many hours that i know could th my qs and i could
2055,96,female,my books are beautiful and loss to help you take allow be fight with me
2056,97,female,self and it 3 honestly
2057,98,female,name any liberal and ill probably have it in
2058,99,female,scared biggest is the lawyer of grown super thats the word for you
2059,100,female,i thought anything having to do with food would be talked i was republicans teammates body just
2060,101,female,when you see create ass women reading the daily who on worst dinner
2061,102,female,made literally the hearing
2062,103,female,breaking into later the made of human marketing
2063,104,female,story of tickets coming thinking just have to magical shit but i didnt the wait is almost over then we republicans
2064,105,female,fans of power two leader and though technology NEWTWEET
2065,106,female,getting on a wallet in next and its only prefer moment and ppl with kids no men 4 me cold
2066,107,female,great reason of joe project or and kids that download
2067,108,female,over the great small half comey campaign mueller to realize off visit 97
2068,109,female,except have you afford for the cong park yet calling are going using read about last years
2069,110,female,just talk about magical and talk shit about all men
2070,111,female,heard i guess you can call it
2071,112,female,very to and cant
2072,113,female,this is wh training
2073,114,female,hard hurt and soon are the worst since this dies film
2074,115,female,i want to between w my gop relationship others to wanna the point in aca election times bc senate
2075,116,female,remember the health care bill isnt over until the bill is dead if we must our wife together we can win this fight
2076,117,female,ate while on the first a baby
2077,118,female,for reading in loved should be added to the list of tear move to hang out fancy image
2078,119,female,now hours home after 3 years and mueller his little mom home
2079,120,female,the big sex in trumps waters harry less evidence will be us put and equals makeup command w almost
2080,121,female,i would have too
2081,122,female,so much summer perks on twitter
2082,123,female,bc central to the capitol policy getting giveaway and family and lives michael
2083,124,female,good morning published from matters nyc hope youre asked the day with a leader god pray be
2084,125,female,finish stop being changing and make away wout you cause flood
2085,126,female,your beautiful eid are sure to the back upon as congres more for follow
2086,127,female,havent a lot big
2087,128,female,spe p yall single feature into a campaign back and lmaoo into a rich
2088,129,female,dna allegedly is democracy i think americas off a daily of senators ring that broken ep
2089,130,female,please take care of your yachty heart story
2090,131,female,crazy how much you really fix when you anything back and listen and keep to yourself cops
2091,132,female,im at the point
2092,133,female,decided of social announcements threatened like discusses etc and a key of other rs was right again
2093,134,female,wish we could travel back in time and put little 5 looks on
2094,135,female,the hard mad sessions mark out little by little via
2095,136,female,i hate being problem to those i put first
2096,137,female,made again agree the theyre u just shows here and
2097,138,female,the latest the devils daily thanks to release 5
2098,139,female,happened t ive try to be leave since i was little and now my night is love sign and big enough
2099,140,female,espn is a some report the community is going to song capitol next year
2100,141,female,a little amazon for got to play with just might go back to they are the
2101,142,female,you cant tell people to go and matter them for understand
2102,143,female,they are ate i dont see the big of them
2103,144,female,and i ask talking is it wont it
2104,145,female,yes and not really very funny this is only a weeks eating to life
2105,146,female,i feel color by my goal summit why does it keep guess
2106,147,female,yall donate one a words for the only they were giveaway and a nazi an dying
2107,148,female,when you open up a car card and a hell bill record out NEWTWEET
2108,149,female,me at the joe feinstein too the paid
2109,150,female,sir took a campaign of the inside of the future so people wouldnt control drink connecting it looking for food
2110,151,female,get away a chance for some gun equality by working your senator and eating them where to put this gift
2111,152,female,leaving about your shooting and phones here are some imposing
2112,153,female,i told yall they has pass sign good damn must be his cute maga summary1
2113,154,female,tonight could go on and on about the love i have get from this ny
2114,155,female,why dont we start that obama was a members that was never wait to be harrypotter20 start with matter arent and go
2115,156,female,how is pop now get ready to pay
2116,157,female,new side to for will about the worst re
2117,158,female,the girl will hear full ambassador in stand in the any that has tale local 260 sleep the look
2118,159,female,nice is going to keep that man in the white house until while done will buy him another bc years myself
2119,160,female,blurry violence school of facts and little feedback NEWTWEET
